instance,n,fcfs_gap_pct,sjf_gap_pct,hrrn_gap_pct
900,7,5.0314,0.0000,1.2579
901,8,25.3968,0.0000,14.2857
902,10,30.4569,0.0000,1.0152
903,5,9.0909,9.0909,9.0909
904,10,43.2177,0.0000,13.8801
905,9,18.9189,0.0000,9.9099
906,7,30.2083,0.0000,7.2917
907,6,38.2353,26.4706,26.4706
908,7,19.4030,0.0000,9.7015
909,4,17.9487,0.0000,0.0000
910,10,28.8820,0.0000,7.4534
911,10,29.3706,2.7972,7.6923
912,10,36.9565,0.0000,14.1304
913,5,0.0000,0.0000,0.0000
914,8,35.0365,0.0000,5.8394
915,8,0.0000,0.0000,0.0000
916,5,33.3333,33.3333,33.3333
917,8,35.2113,18.3099,23.9437
918,9,29.9213,3.1496,10.2362
919,8,17.6000,0.8000,2.4000
920,10,10.0000,0.0000,10.0000
921,9,20.4545,1.5152,10.6061
922,5,10.9756,0.0000,0.0000
923,8,18.5520,1.8100,7.2398
924,5,19.6429,0.0000,12.5000
925,8,11.5942,0.0000,5.3140
926,8,57.9439,0.0000,7.4766
927,10,18.9441,1.5528,3.4161
928,5,5.6180,0.0000,0.0000
929,7,23.0088,6.1947,13.2743
930,7,15.0943,0.0000,5.6604
931,8,19.2453,0.0000,7.1698
932,8,26.7081,11.1801,13.0435
933,9,18.7773,0.0000,3.0568
934,8,16.8224,2.8037,7.0093
935,7,13.0233,0.0000,4.6512
936,8,41.8269,9.6154,12.0192
937,4,0.0000,0.0000,0.0000
938,10,30.2905,0.0000,7.4689
939,10,16.2242,0.0000,5.8997
940,9,25.1908,0.0000,10.6870
941,5,6.8182,0.0000,0.0000
942,4,33.9623,0.0000,3.7736
943,9,15.2941,0.0000,11.1765
944,4,0.0000,0.0000,0.0000
945,5,0.0000,0.0000,0.0000
946,7,11.4754,0.0000,2.7322
947,5,0.0000,0.0000,0.0000
948,6,1.2821,1.2821,1.2821
949,9,43.3862,0.0000,5.8201
950,8,0.0000,0.0000,0.0000
951,6,7.7844,0.0000,7.7844
952,6,5.8824,0.0000,0.0000
953,9,22.8137,0.0000,2.6616
954,8,46.5517,0.0000,20.1149
955,7,22.7273,12.9870,14.2857
956,8,29.8507,0.0000,23.1343
957,5,8.4507,0.0000,8.4507
958,5,7.6923,7.6923,7.6923
959,9,19.6911,2.3166,9.2664
960,5,0.0000,0.0000,0.0000
961,8,52.4194,0.0000,23.3871
962,4,0.0000,0.0000,0.0000
963,8,20.0000,0.0000,1.7391
964,10,46.7662,6.4677,6.9652
965,10,48.8722,1.5038,11.2782
966,8,38.4615,9.4675,10.0592
967,6,0.0000,0.0000,0.0000
968,5,9.3750,0.0000,0.0000
969,5,6.7568,0.0000,0.0000
970,6,11.3208,0.0000,0.4717
971,6,5.7471,0.0000,2.2989
972,4,0.0000,0.0000,0.0000
973,9,51.6667,22.5000,30.8333
974,10,26.4423,0.0000,4.3269
975,9,15.3846,0.0000,6.6434
976,4,10.3448,0.0000,4.5977
977,9,13.6585,0.0000,3.4146
978,10,18.5965,0.0000,3.1579
979,10,26.8966,0.0000,10.3448
980,10,39.8305,0.0000,16.9492
981,5,0.0000,0.0000,0.0000
982,7,24.3902,0.0000,17.0732
983,7,16.5049,4.8544,10.6796
984,6,10.5991,0.0000,7.3733
985,4,18.5185,0.0000,0.0000
986,4,0.0000,0.0000,0.0000
987,8,46.7742,1.6129,11.2903
988,4,0.0000,0.0000,0.0000
989,8,26.0355,0.0000,3.5503
990,4,17.1429,0.0000,17.1429
991,7,13.5802,0.0000,13.5802
992,10,53.9924,0.0000,18.6312
993,9,50.6024,12.6506,16.8675
994,6,10.6061,10.6061,10.6061
995,10,18.3575,2.8986,5.7971
996,4,0.0000,0.0000,0.0000
997,6,11.7188,0.0000,0.0000
998,8,23.2432,0.0000,9.1892
999,4,8.9552,0.0000,0.0000
